City,Description,Temperature (C),Feels Like (C),Minimum Temp (C),Maximum Temp (C),Pressure,humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Lagos,overcast clouds,28.07,32.27,28.07,28.07,1010,80,3.18,2025-03-10 21:36:18,2025-03-10 06:53:53,2025-03-10 18:56:51
